,user_id,transaction_id,purchase_time,purchase_type,purchase_amount_dollars
33211,user_ea1f9a5f-fed7-4036-bcc0-a7914326a613,ch_60c54fc1-95dd-46c2-8bc5-e2bbcb81078e,1067-09-13 13:53:17+00:00,Subscription Update,56.1
33348,user_fc6ac1e4-b0fc-41a5-9147-48a482aa5c95,ch_a1e3739a-bf2c-49ed-a126-a907931aa19f,1067-10-28 16:46:11+00:00,Subscription Create,35.0
33398,user_8f2d6298-c9e7-4762-9e1c-c6d03971f2ad,ch_eb54a2df-bd1a-41e0-8afb-d3a6317a5e32,1067-09-02 18:54:00+00:00,Subscription Create,35.0
33486,user_5ca66d93-ef33-4e09-97ab-a0de32341f93,ch_fea3d18b-50d7-4221-a17c-d43436d60ea5,1067-08-29 02:29:45+00:00,Subscription Create,35.0
33573,user_0c8e29fd-56fe-4751-8ab7-36725ebf24a4,ch_88bbc3e2-231d-48e7-a3e3-1dee0daf3e2b,1067-10-11 15:07:11+00:00,Subscription Create,9.0
33592,user_128613f5-abad-4671-a341-08996172584f,ch_ec110792-3c44-47db-a4e2-94f7ce27c685,1067-10-19 04:14:47+00:00,Subscription Update,26.72
33621,user_a67f3018-5d85-4658-b306-c7c3713450c3,ch_c5bc0edb-fc44-4781-9c0c-e4f9b3e719d8,1067-09-18 11:39:02+00:00,Subscription Create,35.0
33697,user_25071140-e817-481e-9ecd-fd224f7670b1,ch_a194ee01-c837-4649-9dc7-e6b404c85efc,1067-10-12 11:37:33+00:00,Subscription Create,39.0
33763,user_d2877e62-3a3d-4a6b-ae17-782b4a5d387c,ch_72233338-cc3e-48e3-9f77-8f9daec4f32f,1067-10-22 01:04:21+00:00,Subscription Create,35.0
33781,user_4a36c614-89f4-4fd7-890a-8a4892870f35,ch_bc9b0308-8e7f-40ab-bb1d-d310b8580a63,1067-10-30 12:56:58+00:00,Subscription Create,35.0
33922,user_b8d84dc4-a79e-4413-8a29-9e8ea937b88c,ch_e25989d0-92ad-4445-bfc8-431311bd5041,1067-10-16 03:30:17+00:00,Subscription Create,9.0
33945,user_a922d339-507c-4b2c-a2f4-bdad3b43646a,ch_a6bdea93-3daf-4c67-b817-cb29c68d3d74,1067-09-19 20:12:31+00:00,Subscription Update,26.0
33953,user_eb9b13bd-0a48-44f6-a34c-8a3e5ec5c7b7,ch_2b54bf64-36a2-4bc3-be02-07ad9e3db425,1067-09-23 16:03:04+00:00,Subscription Create,29.0
34084,user_7d0a7d37-d3f5-4598-ba95-babdd327bdcf,ch_2eebf416-d511-4698-81eb-c1de3f1d217b,1067-09-16 19:32:35+00:00,Subscription Create,89.0
34200,user_cc4a6204-a066-4f9d-975a-6c7dc9aadacb,ch_eac405fa-4b3b-4afb-8c79-7efc9c410fc5,1067-10-29 03:39:52+00:00,Subscription Create,39.0
34297,user_dba54327-d953-4db8-9a91-ad9be89ebecf,ch_d561a885-73b4-41c5-a013-0a89f8d1f07f,1067-11-02 16:18:04+00:00,Subscription Create,35.0
34306,user_6cf4b256-9f61-4cab-a3d8-4b504e9856ae,ch_4cbda65c-d477-44fe-8aef-9e8615a5715f,1067-08-29 17:52:34+00:00,Subscription Create,9.0
34360,user_112eabcb-b896-49ef-a2d4-1d1b0b4f8291,ch_b286bbe2-7fe7-4b09-bd92-902150e814da,1067-09-10 17:40:44+00:00,Subscription Update,26.0
34420,user_d239267e-a0c9-4e06-b71d-e7605fe68375,ch_7b8ac4ed-dfa9-4872-a397-3bb2ad814c8e,1067-09-27 00:06:41+00:00,Subscription Create,35.0
34436,user_8d4df160-1930-4456-aa21-54e8ae2fb881,ch_1977cb40-72c5-478b-ac5c-0143e019cbae,1067-10-13 17:37:01+00:00,Subscription Create,35.0
34527,user_4ebb098f-a756-4f5e-8be0-7eb20e6a287a,ch_c0b8ed2d-939a-43fd-ae76-9f0bb7fca4ca,1067-11-05 00:46:39+00:00,Subscription Update,28.88
34610,user_4df3f0c6-9802-41ec-b25e-a92358528335,ch_67502433-ae8e-4b35-a053-e61f65271188,1067-11-06 12:12:42+00:00,Subscription Create,89.0
34663,user_07875edd-f02e-4916-8871-c83be547f9b6,ch_52d32ac2-10f6-433e-92cc-e6722908222e,1067-10-24 11:15:37+00:00,Subscription Create,89.0
34752,user_50dd448f-f542-4c3e-8a42-38d360dcbd0f,ch_cc40dbca-43f8-4706-82ec-fcf93cd8846f,1067-09-27 06:06:04+00:00,Subscription Update,33.05
34791,user_60895c7d-3488-4925-a9bc-9f289c7f2ab3,ch_890e3fbb-06b2-4ba0-bf40-b0f16e62ddbe,1067-09-06 13:45:08+00:00,Subscription Create,35.0
34849,user_a1a6b370-e947-40d2-b903-0c43a6c5d7ad,ch_188000ef-1318-4414-aea3-f4e090d81b7d,1067-09-02 22:22:40+00:00,Subscription Create,89.0
34865,user_a757b208-758b-481c-89c2-032064bde5fc,ch_0e3718e3-4b1e-46d4-b013-845a23b20043,1067-10-04 06:47:32+00:00,Subscription Create,99.0
34870,user_ea860217-237c-48bd-a052-d4ef46bf1cbd,ch_ed75447c-1035-4190-a690-cd74b8b30c3a,1067-10-23 01:41:36+00:00,Subscription Create,9.0
34941,user_0c019c06-287b-4e9f-9b04-1c8a6ba668b4,ch_e219d892-be3a-48c0-aef1-ba063f759481,1067-11-01 15:24:15+00:00,Subscription Create,35.0
34961,user_f6d765da-bc53-47d0-8bff-92ba3fdf8079,ch_72a46577-a41f-4edd-9c46-c2e45a8411cc,1067-11-07 19:08:56+00:00,Subscription Create,35.0
34976,user_18c544e3-33b3-4e5d-85fb-70b735af17f0,ch_e51292a9-7ba5-4f6e-bee0-2f6b88e703c1,1067-10-26 10:56:25+00:00,Subscription Create,39.0
34982,user_5c9c676d-fcc7-4819-896f-e5b5f6822611,ch_0699044d-79f2-42f7-8ac5-d4cb21d518d5,1067-11-06 10:27:32+00:00,Subscription Create,39.0
35072,user_b939eb98-e531-4a42-aabb-ade9e13fd146,ch_d26959c0-3d76-4938-a5f6-24eab1173ed0,1067-08-28 12:33:46+00:00,Subscription Create,9.0
35091,user_ac612d77-065d-4ee9-9ddc-eecfdaa782a2,ch_2e03f551-7986-4ec9-a3fc-b094d463e949,1067-10-23 21:25:15+00:00,Subscription Create,9.0
35256,user_20f31f43-94eb-4f7d-806c-276c372ba557,ch_487e6644-27ab-40d6-9c6a-af24871e2861,1067-10-11 05:35:51+00:00,Subscription Create,39.0
35346,user_a751d77b-78e8-4252-9cf1-60460b0ae129,ch_469c7540-32a4-42b7-97d4-fca8b79df04c,1067-09-22 18:19:47+00:00,Subscription Update,28.7
35404,user_d9ab91d4-36d6-447f-a05a-6a7adae892a6,ch_18b04542-c3c9-408f-b81a-a04e8e06bce1,1067-11-03 04:08:40+00:00,Subscription Create,89.0
35470,user_d176cbc1-98c2-44f1-891f-af5ab6d063ac,ch_364c0e34-d773-4b81-9539-203c4ec5c227,1067-09-02 04:44:29+00:00,Subscription Create,9.0
35518,user_8ed2b563-453c-40e5-b125-e27b3552214b,ch_9f6a7bf6-6bce-428a-946b-e9563a18044b,1067-11-05 15:21:22+00:00,Subscription Create,9.0
35587,user_6183850f-e6ba-4d7a-94b4-c011feb8f814,ch_568575eb-ac50-44e3-b3bf-93d535c10d2d,1067-10-15 21:55:19+00:00,Subscription Create,35.0
35590,user_04ecf1ce-87ac-45f6-ba5c-1db75118cd48,ch_1b405e7c-f043-405d-8c7f-426eb0915908,1067-10-23 20:33:05+00:00,Subscription Create,35.0
35811,user_10a5d0d9-c852-46bb-b949-975f01969a45,ch_d9b68da8-68e3-4d10-bedc-908608c8e9b4,1067-08-29 05:22:54+00:00,Subscription Create,9.0
35821,user_4280135c-1a3c-4d11-9fd1-6c2acb851079,ch_8b3e2be2-ac44-4005-91f1-09bf958ab6f1,1067-09-18 20:41:15+00:00,Subscription Create,9.0
35865,user_1457f26c-4ebd-4e67-9fdc-fb0a2cd744f7,ch_a0bb1aa1-6900-4eb9-8dcc-7b177313b3c2,1067-10-29 23:30:16+00:00,Subscription Create,9.0
35879,user_f3f8be98-a29a-45e6-b965-e42cb82bf397,ch_78a564bf-c586-41e9-b716-ec9bebd333fc,1067-11-09 05:51:45+00:00,Subscription Create,9.0
35956,user_7ede8c58-53ad-4572-a920-9e069a7b7d79,ch_27bf61b3-647a-46ff-bd34-e17080d1cf80,1067-10-12 07:19:43+00:00,Subscription Create,35.0
35963,user_54e44473-a29d-4fb3-afc0-f4e03ff83e23,ch_02c17d09-cfca-47a6-b135-295e9606c5eb,1067-10-17 11:16:56+00:00,Subscription Create,35.0
35992,user_9a98732c-6a24-4988-a09f-cc778c4120f9,ch_a59fe2e4-9c59-4ab0-95d5-2843d8f20d69,1067-10-27 16:30:39+00:00,Subscription Create,35.0
35999,user_ae3d7eab-d524-4f87-b5b9-11b72a60d93c,ch_bc848eff-4d0e-4d13-a945-7fd9b9484f2f,1067-10-30 00:30:14+00:00,Subscription Create,35.0
36016,user_00697c5d-624a-489a-81a3-71eab9e00459,ch_1f6024f3-3961-43f3-9a56-d4eb88778cf2,1067-11-03 10:34:41+00:00,Subscription Create,35.0
36034,user_a9191615-bdef-4f20-8a40-709475cf8e37,ch_7c17c1ae-7e1f-42e1-9e71-fc36f6b748cb,1067-11-08 23:02:22+00:00,Subscription Create,39.0
36120,user_a2b7fabf-e52b-4822-8217-cbc245a84dc0,ch_68f903ab-a8f0-47d4-904d-c49b99c62791,1067-10-22 15:42:04+00:00,Upsell,39.0
36189,user_b240219f-1f29-4428-b3a8-f2195b43252f,ch_c67a5990-d988-4344-b8e9-b204a5a60aa8,1067-09-08 15:34:00+00:00,Subscription Create,9.0
36222,user_02138856-429e-4e66-b237-05cc6bcc890d,ch_79308c36-70ce-443e-bd04-50c3c6d39e0b,1067-11-02 16:03:29+00:00,Subscription Create,9.0
36243,user_dacdd0d0-76b7-4ea3-87a0-bb7bacd0e0e7,ch_bf7c2d31-3e7e-4b30-865e-dc965202ed08,1067-11-07 05:06:23+00:00,Subscription Create,9.0
36311,user_6d88865e-b0dd-4968-b8a0-aaca046ea828,ch_5999cac7-0ec1-4568-8df0-023627b4ee12,1067-10-12 19:14:39+00:00,Subscription Create,35.0
36325,user_3b1fac2f-8f00-4920-97e0-2f9e1d225b57,ch_e4e35e33-1afa-4961-9d4b-57c190adf955,1067-10-15 20:02:47+00:00,Subscription Create,35.0
36398,user_ff006740-348d-4089-b43a-beeb08c0660d,ch_9c1fd057-5cce-4758-b10e-d55052a88616,1067-10-28 09:22:24+00:00,Subscription Create,39.0
36420,user_94770163-af7e-4607-bbeb-3760f3088bc6,ch_9cbe2e64-52a9-44c7-ac27-426e87b4cdf7,1067-10-02 07:16:59+00:00,Subscription Create,89.0
36495,user_48cda64f-973e-4948-bbb4-4081d535c828,ch_d7bda4cd-3cb6-4643-aa4b-e923d2a5f375,1067-09-23 13:54:57+00:00,Subscription Create,35.0
36538,user_84a63a2d-d52c-4460-a924-f4ad4965922c,ch_b27e51e3-5932-4858-a804-2ae31b55a62d,1067-10-30 16:48:23+00:00,Credits package,80.0
36555,user_8c3dca45-1708-4184-8ee1-5232e0334dc3,ch_e57d6222-fac6-4284-a98b-f9d18c75aee8,1067-11-04 20:37:35+00:00,Subscription Create,35.0
36675,user_2bee04f0-61cb-455c-83a3-384681ccfc70,ch_5c8e839a-8d69-4f53-9485-bc60b6f61648,1067-08-30 07:30:09+00:00,Subscription Create,35.0
36706,user_f9dea2d5-ef0c-449a-bf7f-ae90bfdf834b,ch_bdfe8cc9-f9ac-46e7-90e9-82e752fe4c8a,1067-10-17 12:21:56+00:00,Subscription Create,35.0
36708,user_c724ed80-bdd7-48fe-b76d-c182b23b87c2,ch_df54fd00-41dd-46fe-918a-2109c792854d,1067-10-17 14:55:31+00:00,Subscription Create,35.0
36776,user_6d62983e-2da9-4cf9-b2be-21cdafbb03ce,ch_85f6b3dd-aac6-4254-a82b-0f35fab0ca05,1067-11-07 08:50:50+00:00,Subscription Create,9.0
36795,user_0f455c8c-00bf-4466-a274-69da124c8d3f,ch_f451cc53-1496-4fea-9bdc-951c4a288a6c,1067-11-07 09:51:30+00:00,Subscription Create,29.0
36836,user_3dae0b78-944f-4321-a8cf-fc74184b264c,ch_ac870773-aacf-4c87-a21a-49cd22c456aa,1067-11-01 08:26:59+00:00,Subscription Create,35.0
36845,user_54ec7e6b-fd8c-4c6a-9155-669cdee46f19,ch_2ac0e01a-d809-4789-a8b9-03eca8ca9e11,1067-11-09 01:16:17+00:00,Subscription Create,35.0
36850,user_2acd74bf-75bc-4c02-b9ff-1e0e20a10743,ch_7a8752bb-b1a0-4ca6-a1d1-6975805964b7,1067-11-07 07:42:13+00:00,Subscription Create,35.0
36894,user_b9049a79-4ddf-4033-8ad5-e821c14c0b9f,ch_d2d8b801-990c-4545-8937-d7d3d36b5c80,1067-11-08 04:38:00+00:00,Subscription Update,27.91
36950,user_d000a749-509c-41be-b9f3-fd0ef850ff7e,ch_52e72845-9702-4b7f-ab7a-f5c82790de36,1067-09-16 22:46:43+00:00,Subscription Create,9.0
37020,user_fff8f172-26d3-4452-8bae-4a5e92e45e86,ch_849a28d2-4e01-448d-9a3d-81ff93f7cebe,1067-09-11 15:10:24+00:00,Subscription Create,35.0
37040,user_61f09002-e812-4d7e-94fa-2a7f9b8ed5b1,ch_68712147-d584-4147-9da5-6fff4414f5cd,1067-09-18 11:56:36+00:00,Subscription Create,35.0
37067,user_2638a1d2-a885-4769-a743-e230f938b9c6,ch_953aeb47-bfa7-4328-ad28-0f64b4254552,1067-10-20 14:12:16+00:00,Subscription Create,35.0
37074,user_bb865ab3-a5d4-44d4-8f31-ca8f21d99cdd,ch_e1e5f39c-7810-4934-9722-d716ba86df0b,1067-10-14 14:58:21+00:00,Subscription Create,39.0
37119,user_be578e6b-91a7-4d98-95fc-08e85beb475e,ch_5430d96c-1d0f-4e6a-a879-d8b068ed5193,1067-10-15 09:51:49+00:00,Subscription Update,143.49
37135,user_540d458c-1b85-4ae0-b727-c3fdbe58a191,ch_470cbfc6-f0bd-4ee3-bb47-c1074d3cc4d4,1067-11-02 15:05:08+00:00,Subscription Create,9.0
37151,user_14b4d4a7-ac11-4450-8d3c-695ff449dfa3,ch_6eaa1273-e0c7-4985-92e4-eaa9124f3487,1067-11-06 15:32:49+00:00,Subscription Create,29.0
37170,user_de8d7aa6-fa73-4fdb-9b22-d367aff51abf,ch_a806408f-acc0-4688-bda6-a6bf0a3631d7,1067-11-04 13:15:55+00:00,Subscription Create,35.0
37270,user_fe5168ac-6eeb-4ff7-a9b8-6e419829ed03,ch_6e937981-452a-47c7-b064-a59bf179b19f,1067-11-08 01:35:12+00:00,Upsell,39.0
37274,user_34dfdf4f-6bb0-4abc-adc6-934dbb7960fa,ch_5802e18c-8810-4b3f-b7b8-739a66e22900,1067-10-31 20:48:14+00:00,Subscription Create,89.0
37281,user_a6199f2a-83da-4c18-889e-d50e46979c3c,ch_08d95cbd-ca74-448a-8919-de8dc3a76961,1067-10-31 03:21:57+00:00,Subscription Create,9.0
37368,user_96180f21-2425-4f6a-bbd6-523e7f5f06f5,ch_0bedf533-c939-4a42-9fe9-d65c3897f75f,1067-09-23 23:12:47+00:00,Upsell,29.0
37448,user_325a0e67-416c-4840-b3db-6738ca30858c,ch_de359f90-d97d-49e2-be29-e98fcc495c53,1067-10-18 17:07:53+00:00,Subscription Create,35.0
37538,user_b18c71c0-e982-4431-adc2-3583cccc49f8,ch_66627f1e-bb17-4454-9930-9effcfa72d1e,1067-11-03 16:10:13+00:00,Subscription Create,29.0
37582,user_522790c9-27ea-4d8a-8e0e-5d8df5a835e5,ch_3d394529-e8a2-4269-8985-c98bbf3584c0,1067-11-01 18:12:20+00:00,Subscription Create,35.0
37594,user_673a54e4-c377-4a0e-8493-c0af238fdfa2,ch_12ab57e5-5f1d-403d-a353-e4481030723c,1067-11-07 22:22:07+00:00,Subscription Create,35.0
37752,user_f698c5c3-15a7-422c-928f-bf782a35a6df,ch_66e6b45a-3abf-4417-9ab2-18d124d70714,1067-11-05 02:51:07+00:00,Subscription Create,9.0
37802,user_81750521-edf3-4bde-bde5-d18936ec9d1f,ch_16dfbd24-c935-4deb-adce-ff67acb01212,1067-09-12 07:52:19+00:00,Subscription Create,35.0
37809,user_f5dcf1cc-1fa2-4fb4-b527-3f991bffc3d0,ch_4f563030-c71b-4500-b525-d8ef1e5063ad,1067-09-05 18:45:49+00:00,Subscription Create,35.0
37817,user_6d945d25-59eb-4c79-94c5-e9e1cd60b137,ch_d4fd7d12-3052-4274-9cb5-bae40f91b723,1067-09-07 14:16:19+00:00,Subscription Create,35.0
38087,user_4211b7b1-cb4e-4ccc-aa1d-c6b9cdc11873,ch_d67c7ee7-7735-49c4-ab55-0078c2024a9d,1067-10-05 11:54:45+00:00,Subscription Create,9.0
38109,user_cdff5acb-27d8-4797-84ad-6702dfbea2b3,ch_5c9927ed-901c-4ae0-a071-643c227226d2,1067-10-19 16:23:13+00:00,Credits package,20.0
38150,user_f2a29c03-ca67-49b2-8e54-10cf4c8a8a42,ch_179cb07c-1d2e-4202-9cb3-8e0b8cb6b071,1067-09-18 07:31:22+00:00,Subscription Create,35.0
38166,user_c19a4f4b-fcf8-4374-a20d-3d6e6f01df72,ch_4a155876-5b15-4feb-bdcc-604395326312,1067-09-15 21:27:26+00:00,Subscription Create,35.0
38182,user_e62fe8fe-7015-4ffe-a6af-de29b8142584,ch_e719c97a-c203-4c2e-9be3-4797817262cf,1067-09-03 16:00:43+00:00,Subscription Create,35.0
38295,user_2f7780bf-66b1-4c95-a70e-ecbc61a655be,ch_23e09813-654a-42e9-b977-b7942776b1ca,1067-11-08 05:01:16+00:00,Subscription Create,9.0
38401,user_bcc6b2e9-773e-40ce-a655-28fe1c8811ef,ch_9c03ee00-3df3-4bc8-a05f-a1c666c9fb0f,1067-10-21 14:51:19+00:00,Subscription Create,89.0
38476,user_defbcae7-0fff-4f7f-b1a5-cd459749a2dd,ch_4a90fe0d-5602-43ad-9379-6533aa3ca921,1067-10-17 11:45:39+00:00,Subscription Update,7.45
38607,user_cf9f9a12-3dc8-4780-b8e8-9f99e8b448e4,ch_9a21eec9-2256-4f40-85fe-fff0330b4cac,1067-09-28 14:01:07+00:00,Subscription Create,35.0
38649,user_0e90ae8d-74fb-4023-901c-73c38f6c9efe,ch_d5ca77ac-a9c5-4d44-bc4e-73c3e8dd8aa8,1067-09-28 19:04:44+00:00,Subscription Update,80.0
38651,user_0d6302c9-aebf-4620-b472-09f3f98ba55b,ch_3210bd37-f0e8-4f35-9086-74a64df044da,1067-09-29 18:09:46+00:00,Subscription Update,80.0
38669,user_93f02bac-0f39-42d9-a402-b3a5528a4ac7,ch_bfac7cc4-6539-45ef-a22e-b0e49b45ed7a,1067-10-02 23:02:48+00:00,Subscription Create,89.0
38830,user_88bda44f-c4da-4a2f-a9d7-dd188cd9babd,ch_a6eafd6e-bd3c-4940-adc0-67168269cbf1,1067-11-07 23:41:23+00:00,Upsell,29.0
38992,user_d4c65b62-3507-4e24-bb12-6a975711096f,ch_d6bd0a89-4a76-44b7-a8c7-e01aa71a936d,1067-10-04 14:50:17+00:00,Upsell,39.0
39014,user_156f9cf9-b71e-422c-9638-04d62a4ca5b4,ch_1419cf69-3920-4c78-ba0f-25bfaa3eb75f,1067-09-10 13:04:48+00:00,Subscription Update,88.97
39081,user_aa4fc2f1-cc54-48d6-b41a-b40eeb9746be,ch_d4e8f48e-0eb5-484e-9b6a-355fc287ecef,1067-10-28 19:21:08+00:00,Subscription Create,35.0
39154,user_a400b828-54c5-4988-b1e6-a8edf877e6f8,ch_adf15e13-6dde-4649-822d-9c56a7b552a5,1067-11-08 16:33:14+00:00,Subscription Create,9.0
39183,user_17acacf2-34c4-409c-bd89-dc37638a730c,ch_aa6b2cf5-0cd5-47e3-a997-b2728c35dd94,1067-11-01 14:16:16+00:00,Upsell,39.0
39408,user_0d348937-47cc-4efe-89a9-5e64495024dd,ch_5c1c9f82-8954-4e29-8173-8e2e34407806,1067-10-23 21:21:18+00:00,Subscription Create,9.0
39429,user_a26fdd2d-6e0c-4607-9a45-2f6a3a9f4aaa,ch_a140b1ea-d959-4830-ae4f-2495fffabba7,1067-11-08 05:43:24+00:00,Subscription Create,9.0
39468,user_cc077b75-aeed-4118-a1ee-ae412c36bf2a,ch_d66ae3cf-162d-43e3-b71c-688bc43a08f1,1067-10-30 08:21:16+00:00,Subscription Create,35.0
39569,user_35311591-fb50-46a3-8e54-42b8cf174463,ch_e1005e48-5349-422a-9528-513b192b0f27,1067-11-08 15:35:27+00:00,Subscription Update,39.0
39582,user_c7367121-cb9f-4fdd-81b0-40349edd53ad,ch_d4f6f590-cc93-488c-9b76-905d002f5941,1067-10-31 09:31:16+00:00,Subscription Create,35.0
39712,user_6cd49994-ae5c-4355-bea6-a2331a83441e,ch_b64a75d4-c972-4c40-9037-576eb041f56e,1067-10-17 06:47:46+00:00,Subscription Create,35.0
39738,user_7fc3ae09-c163-4933-9c08-9f8725b90ffd,ch_da08572c-ea7b-4013-8c7e-29cfe2aed280,1067-10-20 14:46:11+00:00,Upsell,39.0
39828,user_daef133b-9ee6-45fd-9c1d-6a5665473eed,ch_b11c6218-7c50-48f0-9be1-9854a16eb6a7,1067-10-28 08:29:55+00:00,Subscription Create,35.0
39899,user_00697c5d-624a-489a-81a3-71eab9e00459,ch_a7f2b6db-8a7f-4f3c-a77b-3caa0adcbd1d,1067-11-05 08:00:27+00:00,Credits package,20.0
39965,user_b159aea5-101f-4853-af83-04830b36c0b8,ch_2a4c1f7c-e60b-46ae-84f5-553b30d10bdf,1067-10-12 23:27:29+00:00,Subscription Create,9.0
39966,user_636e0bba-4b57-4309-bec0-77f75cf3437a,ch_22163d28-1ae2-4863-bd43-ab96d782f063,1067-10-12 16:43:35+00:00,Subscription Create,9.0
39973,user_f7365c61-72d7-4b17-bd85-12c736ffd986,ch_75af1e23-f3ce-4557-a009-cd3f71585f78,1067-10-10 21:00:56+00:00,Credits package,10.0
39997,user_3bb86d92-dfe4-4f3d-9b20-d42cba519f25,ch_fda7f091-6cf5-480e-acd8-1ad3ba79651c,1067-10-11 00:45:55+00:00,Subscription Create,29.0
40070,user_8ac18676-41fe-4bfa-b6b8-61fbad3c24ac,ch_844f0515-b9d9-44ea-8cc7-d690b37800c0,1067-10-16 16:32:38+00:00,Subscription Create,35.0
40179,user_a708f0db-df3b-4061-824e-8b020251cf60,ch_bbc595e1-6499-4510-8346-a494866001aa,1067-10-29 05:00:33+00:00,Subscription Create,35.0
40312,user_f6fdf50b-7dec-4134-981a-3ef2afad145c,ch_7eff2f51-0a9f-4408-9d0a-da986d1e739e,1067-09-10 20:44:20+00:00,Subscription Create,9.0
40439,user_8e526b4b-a1bc-49ee-a9fd-c40e58768822,ch_3d75a795-ae44-4103-b40e-55c7ec803426,1067-10-10 03:13:52+00:00,Subscription Create,35.0
40496,user_d5b50aac-c865-4faa-9169-ede069a29f6a,ch_a89dead1-77ab-4324-8db2-42588b8c75de,1067-10-29 00:28:51+00:00,Subscription Create,9.0
40501,user_c8b75dc3-a908-4818-8b5d-0ba05404698d,ch_17b7911b-7a70-465b-9c46-7110a8bad2c8,1067-10-31 11:49:42+00:00,Subscription Create,9.0
40506,user_af7e5139-cf17-4421-aca7-e0b74a887136,ch_ea315170-fcbb-47cc-9bac-510881f58490,1067-11-02 11:00:59+00:00,Subscription Create,9.0
40553,user_f34fb59b-7caf-45f7-a2e5-e05e1556bf9a,ch_c66fa11b-517b-468b-9010-8daceec2b6bb,1067-10-29 09:31:54+00:00,Subscription Create,35.0
40572,user_2367c9e4-4226-4785-9cb7-719742739256,ch_ea4cd604-db52-4626-a5a7-8f8f3d4c8bfb,1067-11-02 19:03:06+00:00,Subscription Create,35.0
40670,user_d0b43db7-c6e1-4a5a-86c0-bf33468f821c,ch_066ce250-cd2b-4860-8c70-0c6af89e2a8c,1067-11-04 13:16:27+00:00,Subscription Update,62.48
40829,user_33585365-a992-44f4-9d61-55c97bf8c73b,ch_71740558-7dbf-497c-a11a-e764d83676be,1067-10-13 16:55:06+00:00,Subscription Create,35.0
40840,user_49896845-1f47-443c-9ae1-246aae772243,ch_53d5ab44-5da7-495a-84e3-757fd11e8dbb,1067-10-20 20:45:59+00:00,Subscription Create,35.0
41025,user_fa534f91-5132-4d5f-a2a0-b3f87a5db0a4,ch_a9f34525-825d-407d-bd7c-5517d2314ab8,1067-11-05 13:47:59+00:00,Subscription Update,39.0
41026,user_27d367b7-6901-4f31-819c-5278bb518259,ch_cb96ea71-f3fe-4f38-8aab-ef156460aef8,1067-11-07 17:14:44+00:00,Subscription Create,39.0
41068,user_a8f27fb1-7e6c-4675-98ee-c91745270dc9,ch_9553e5dc-5ae3-48bb-b1f2-ef4085720cb3,1067-08-31 20:02:29+00:00,Subscription Create,9.0
41070,user_87df0657-c0e1-45ae-a3f8-9a0b259a6e7a,ch_01a99ee1-f873-473a-8db0-148d43f5805d,1067-09-02 17:49:15+00:00,Subscription Create,9.0
41120,user_fcae5ad5-2e6f-4470-a568-4679c5c9ba5b,ch_828078d7-d323-4643-996d-bae57f43d357,1067-09-08 21:48:41+00:00,Subscription Create,29.0
41213,user_9fd578d0-f35b-45fe-bd46-6ffcf6bf5bd0,ch_d87a4b8b-1ac2-4bd6-915e-a2698f50d9d0,1067-10-17 09:06:56+00:00,Subscription Create,35.0
41221,user_d611cd7d-def4-470b-8ac1-8392caf0413b,ch_a2516f6e-98b6-45c3-94b3-53bdb4167be9,1067-10-03 15:26:00+00:00,Upsell,39.0
41249,user_2552055f-a442-4552-aea2-0cfa1fa2940f,ch_5f58ac01-df6b-4cf0-b56a-443b10ce088c,1067-10-12 20:25:25+00:00,Subscription Create,89.0
41316,user_ccfc5898-be79-4f81-9b92-d21447a08aa4,ch_2f64fb59-defa-4402-8598-290f70d08f7f,1067-10-31 14:03:24+00:00,Subscription Create,35.0
41336,user_b4bbc2c0-3f7f-4130-839f-9a64f5f606da,ch_207377e8-5bc8-4c2f-b11d-0fcdb44e62cf,1067-11-05 22:46:07+00:00,Subscription Create,35.0
41405,user_5ca45c6e-e047-436f-9467-5cadeb9dc682,ch_31d122dd-fe0b-4175-ae52-337464d7dc2d,1067-11-01 16:23:01+00:00,Subscription Update,20.0
41442,user_a9191615-bdef-4f20-8a40-709475cf8e37,ch_97dc2c74-a79a-4efc-a9e7-0ec94748ff40,1067-11-13 19:47:30+00:00,Credits package,40.0
41446,user_d902c7d0-a9be-47dc-8075-d2948d6ab2e0,ch_877cb2d7-6249-4502-a860-1b8021202c40,1067-11-14 13:52:45+00:00,Credits package,80.0
41635,user_3ca2340d-20f1-49c4-8375-2e68880aa772,ch_146c08da-63c5-43d2-938a-922519b4742d,1067-09-19 21:16:30+00:00,Subscription Update,54.0
41704,user_09880f29-acad-4456-9bee-01ac1bb4e918,ch_279bc2c5-0a2d-49bf-b174-02ba4289414a,1067-11-08 14:40:56+00:00,Subscription Create,29.0
41748,user_3cf44f2b-dbe5-4e8a-b50c-3ac2e4a97b09,ch_d33578ff-4d7c-43e8-b854-f90580e65a5a,1067-11-04 11:15:33+00:00,Subscription Create,35.0
41800,user_1df077b3-4e23-4e3c-92b9-07afaf2242de,ch_15a683bd-dd29-4df1-aa22-5af8108b53ab,1067-10-23 04:28:43+00:00,Credits package,34.0
41806,user_c7a2d4a1-9a18-4b31-ac54-22e3b072aabe,ch_e6f846d7-892c-4a03-b7cb-91bd88170a89,1067-11-04 16:09:19+00:00,Subscription Create,35.0
42023,user_f860e176-c242-43e6-8986-fc806b43bdb9,ch_3ea1705e-b715-49aa-a3c8-c48f5b38b783,1067-11-01 19:02:38+00:00,Subscription Create,9.0
